"","modGenes","module","colourRGB"
"690","AARA001075","grey","#BEBEBE"
"691","AARA001077","grey","#BEBEBE"
"692","AARA001079","grey","#BEBEBE"
"693","AARA001080","darkturquoise","#00CED1"
"694","AARA001081","purple","#A020F0"
"695","AARA001086","grey","#BEBEBE"
"696","AARA001087","midnightblue","#191970"
"697","AARA001089","salmon","#FA8072"
"698","AARA001090","orange","#FFA500"
"699","AARA001091","purple","#A020F0"
"700","AARA001092","purple","#A020F0"
"701","AARA001093","purple","#A020F0"
"702","AARA001094","purple","#A020F0"
"703","AARA001095","salmon","#FA8072"
"704","AARA001097","purple","#A020F0"
"705","AARA001099","salmon","#FA8072"
"706","AARA001100","salmon","#FA8072"
"707","AARA001101","grey","#BEBEBE"
"708","AARA001103","grey","#BEBEBE"
"709","AARA001106","salmon","#FA8072"
"710","AARA001107","lightcyan1","#E0FFFF"
"711","AARA001109","orange","#FFA500"
"712","AARA001110","brown4","#8B2323"
"713","AARA001111","salmon","#FA8072"
"714","AARA001114","orange","#FFA500"
"715","AARA001115","grey","#BEBEBE"
"716","AARA001116","salmon","#FA8072"
"717","AARA001117","darkmagenta","#8B008B"
"718","AARA001118","purple","#A020F0"
"719","AARA001119","purple","#A020F0"
"720","AARA001120","salmon","#FA8072"
"721","AARA001121","orange","#FFA500"
"722","AARA001122","salmon","#FA8072"
"723","AARA001126","salmon","#FA8072"
"724","AARA001127","salmon","#FA8072"
"725","AARA001128","purple","#A020F0"
"726","AARA001129","midnightblue","#191970"
"727","AARA001130","purple","#A020F0"
"728","AARA001131","lightcyan1","#E0FFFF"
"729","AARA001132","grey","#BEBEBE"
"730","AARA001134","darkmagenta","#8B008B"
"731","AARA001138","purple","#A020F0"
"732","AARA001139","midnightblue","#191970"
"733","AARA001140","orange","#FFA500"
"734","AARA001141","lightcyan1","#E0FFFF"
"735","AARA001142","salmon","#FA8072"
"736","AARA001143","grey","#BEBEBE"
"737","AARA001145","purple","#A020F0"
"738","AARA001146","purple","#A020F0"
"739","AARA001147","purple","#A020F0"
"740","AARA001148","orange","#FFA500"
"741","AARA001150","salmon","#FA8072"
"742","AARA001151","orangered4","#8B2500"
"743","AARA001152","salmon","#FA8072"
"744","AARA001153","salmon","#FA8072"
"745","AARA001154","salmon","#FA8072"
"746","AARA001157","salmon","#FA8072"
"747","AARA001158","midnightblue","#191970"
"748","AARA001159","salmon","#FA8072"
"749","AARA001160","salmon","#FA8072"
"750","AARA001161","mediumpurple3","#8968CD"
"751","AARA001163","brown","#A52A2A"
"752","AARA001164","salmon","#FA8072"
"753","AARA001165","grey","#BEBEBE"
"754","AARA001169","grey","#BEBEBE"
"755","AARA001171","salmon","#FA8072"
"756","AARA001172","brown","#A52A2A"
"757","AARA001173","midnightblue","#191970"
"758","AARA001175","grey","#BEBEBE"
"759","AARA001176","grey","#BEBEBE"
"760","AARA001177","grey","#BEBEBE"
"761","AARA001179","black","#000000"
"762","AARA001180","salmon","#FA8072"
"763","AARA001181","purple","#A020F0"
"764","AARA001183","purple","#A020F0"
"765","AARA001184","salmon","#FA8072"
"766","AARA001186","salmon","#FA8072"
"767","AARA001187","grey","#BEBEBE"
"768","AARA001188","purple","#A020F0"
"769","AARA001189","purple","#A020F0"
"770","AARA001190","salmon","#FA8072"
"771","AARA001191","salmon","#FA8072"
"772","AARA001192","purple","#A020F0"
"773","AARA001193","salmon","#FA8072"
"774","AARA001195","salmon","#FA8072"
"775","AARA001196","grey","#BEBEBE"
"776","AARA001197","salmon","#FA8072"
"777","AARA001198","grey","#BEBEBE"
"778","AARA001200","darkorange","#FF8C00"
"779","AARA001201","salmon","#FA8072"
"780","AARA001202","purple","#A020F0"
"781","AARA001203","salmon","#FA8072"
"782","AARA001204","salmon","#FA8072"
"783","AARA001205","salmon","#FA8072"
"784","AARA001206","brown","#A52A2A"
"785","AARA001209","salmon","#FA8072"
"786","AARA001211","grey","#BEBEBE"
"787","AARA001212","salmon","#FA8072"
"788","AARA001213","purple","#A020F0"
"789","AARA001214","salmon","#FA8072"
"790","AARA001215","darkmagenta","#8B008B"
"791","AARA001216","paleturquoise","#AFEEEE"
"792","AARA001217","orange","#FFA500"
"793","AARA001218","purple","#A020F0"
"794","AARA001219","purple","#A020F0"
"795","AARA001221","paleturquoise","#AFEEEE"
"796","AARA001224","salmon","#FA8072"
"797","AARA001226","salmon","#FA8072"
"798","AARA001227","salmon","#FA8072"
"799","AARA001230","salmon","#FA8072"
"800","AARA001233","midnightblue","#191970"
"801","AARA001234","salmon","#FA8072"
"802","AARA001235","salmon","#FA8072"
"803","AARA001236","salmon","#FA8072"
"804","AARA001237","brown","#A52A2A"
"805","AARA001238","salmon","#FA8072"
"806","AARA001239","brown","#A52A2A"
"807","AARA001240","grey","#BEBEBE"
"808","AARA001241","grey","#BEBEBE"
"809","AARA001242","purple","#A020F0"
"810","AARA001243","salmon","#FA8072"
"811","AARA001244","salmon","#FA8072"
"812","AARA001245","orangered4","#8B2500"
"813","AARA001246","salmon","#FA8072"
"814","AARA001247","salmon","#FA8072"
"815","AARA001248","darkmagenta","#8B008B"
"816","AARA001254","salmon","#FA8072"
"817","AARA001255","salmon","#FA8072"
"818","AARA001256","orangered4","#8B2500"
"819","AARA001257","darkorange","#FF8C00"
"820","AARA001259","salmon","#FA8072"
"821","AARA001260","purple","#A020F0"
"822","AARA001261","salmon","#FA8072"
"823","AARA001262","midnightblue","#191970"
"824","AARA001264","salmon","#FA8072"
"825","AARA001265","black","#000000"
"826","AARA001266","purple","#A020F0"
"827","AARA001267","grey","#BEBEBE"
"828","AARA001268","salmon","#FA8072"
"829","AARA001269","salmon","#FA8072"
"830","AARA001270","salmon","#FA8072"
"831","AARA001271","brown","#A52A2A"
"832","AARA001272","purple","#A020F0"
"833","AARA001273","salmon","#FA8072"
"834","AARA001274","brown","#A52A2A"
"835","AARA001275","grey","#BEBEBE"
"836","AARA001276","salmon","#FA8072"
"837","AARA001277","orange","#FFA500"
"838","AARA001278","black","#000000"
"839","AARA001281","salmon","#FA8072"
"840","AARA001282","salmon","#FA8072"
"841","AARA001283","midnightblue","#191970"
"842","AARA001284","midnightblue","#191970"
"843","AARA001285","midnightblue","#191970"
"844","AARA001286","purple","#A020F0"
"845","AARA001287","grey","#BEBEBE"
"846","AARA001288","purple","#A020F0"
"847","AARA001289","darkolivegreen","#556B2F"
"848","AARA001290","grey","#BEBEBE"
"849","AARA001291","brown","#A52A2A"
"850","AARA001292","black","#000000"
"851","AARA001294","darkmagenta","#8B008B"
"852","AARA001295","salmon","#FA8072"
"853","AARA001296","purple","#A020F0"
"854","AARA001297","mediumpurple3","#8968CD"
"855","AARA001298","midnightblue","#191970"
"856","AARA001299","salmon","#FA8072"
"857","AARA001301","orangered4","#8B2500"
"858","AARA001302","orange","#FFA500"
"859","AARA001304","salmon","#FA8072"
"860","AARA001305","grey","#BEBEBE"
"861","AARA001306","salmon","#FA8072"
"862","AARA001307","orange","#FFA500"
"863","AARA001308","salmon","#FA8072"
"864","AARA001309","salmon","#FA8072"
"865","AARA001310","grey","#BEBEBE"
"866","AARA001312","salmon","#FA8072"
"867","AARA001313","midnightblue","#191970"
"868","AARA001314","salmon","#FA8072"
"869","AARA001315","salmon","#FA8072"
"870","AARA001316","salmon","#FA8072"
"871","AARA001317","grey","#BEBEBE"
"872","AARA001318","darkorange","#FF8C00"
"873","AARA001320","brown","#A52A2A"
"874","AARA001321","grey","#BEBEBE"
"875","AARA001322","darkorange","#FF8C00"
"876","AARA001323","grey","#BEBEBE"
"877","AARA001324","grey","#BEBEBE"
"878","AARA001325","purple","#A020F0"
"879","AARA001333","salmon","#FA8072"
"880","AARA001334","grey","#BEBEBE"
"881","AARA001335","salmon","#FA8072"
"882","AARA001340","black","#000000"
"883","AARA001343","orange","#FFA500"
"884","AARA001344","salmon","#FA8072"
"885","AARA001346","salmon","#FA8072"
"886","AARA001347","salmon","#FA8072"
"887","AARA001348","midnightblue","#191970"
"888","AARA001349","midnightblue","#191970"
"889","AARA001350","darkturquoise","#00CED1"
"890","AARA001351","darkmagenta","#8B008B"
"891","AARA001353","grey","#BEBEBE"
"892","AARA001355","salmon","#FA8072"
"893","AARA001357","salmon","#FA8072"
"894","AARA001358","purple","#A020F0"
"895","AARA001359","salmon","#FA8072"
"896","AARA001366","grey","#BEBEBE"
"897","AARA001367","darkorange","#FF8C00"
"898","AARA001368","mediumpurple3","#8968CD"
"899","AARA001369","grey","#BEBEBE"
"900","AARA001370","orange","#FFA500"
"901","AARA001374","salmon","#FA8072"
"902","AARA001375","midnightblue","#191970"
"903","AARA001378","orange","#FFA500"
"904","AARA001379","orange","#FFA500"
"905","AARA001380","darkmagenta","#8B008B"
"906","AARA001381","salmon","#FA8072"
"907","AARA001382","orange","#FFA500"
"908","AARA001383","brown","#A52A2A"
"909","AARA001387","salmon","#FA8072"
"910","AARA001388","grey","#BEBEBE"
"911","AARA001390","brown","#A52A2A"
"912","AARA001391","grey","#BEBEBE"
"913","AARA001393","purple","#A020F0"
"914","AARA001394","purple","#A020F0"
"915","AARA001395","brown","#A52A2A"
"916","AARA001397","grey","#BEBEBE"
"917","AARA001399","brown","#A52A2A"
"918","AARA001400","grey","#BEBEBE"
"919","AARA001401","darkmagenta","#8B008B"
"920","AARA001402","brown4","#8B2323"
"921","AARA001403","purple","#A020F0"
"922","AARA001405","purple","#A020F0"
"923","AARA001406","grey","#BEBEBE"
"924","AARA001408","grey","#BEBEBE"
"925","AARA001409","brown","#A52A2A"
"926","AARA001410","grey","#BEBEBE"
"927","AARA001411","orange","#FFA500"
"928","AARA001412","purple","#A020F0"
"929","AARA001413","salmon","#FA8072"
"930","AARA001414","salmon","#FA8072"
"931","AARA001415","midnightblue","#191970"
"932","AARA001416","orange","#FFA500"
"933","AARA001417","salmon","#FA8072"
"934","AARA001419","grey","#BEBEBE"
"935","AARA001421","midnightblue","#191970"
"936","AARA001422","salmon","#FA8072"
"937","AARA001423","darkorange","#FF8C00"
"938","AARA001424","salmon","#FA8072"
"939","AARA001425","salmon","#FA8072"
"940","AARA001426","orange","#FFA500"
"941","AARA001429","brown","#A52A2A"
"942","AARA001430","salmon","#FA8072"
"943","AARA001431","purple","#A020F0"
"944","AARA001432","grey","#BEBEBE"
"945","AARA001433","grey","#BEBEBE"
"946","AARA001434","grey","#BEBEBE"
"947","AARA001439","salmon","#FA8072"
"948","AARA001440","brown4","#8B2323"
"949","AARA001441","darkturquoise","#00CED1"
"950","AARA001442","salmon","#FA8072"
"951","AARA001443","salmon","#FA8072"
"952","AARA001444","salmon","#FA8072"
"953","AARA001445","darkorange","#FF8C00"
"954","AARA001446","orangered4","#8B2500"
"955","AARA001448","darkmagenta","#8B008B"
"956","AARA001449","salmon","#FA8072"
"957","AARA001452","grey","#BEBEBE"
"958","AARA001453","midnightblue","#191970"
"959","AARA001454","midnightblue","#191970"
"960","AARA001455","grey","#BEBEBE"
"961","AARA001456","purple","#A020F0"
"962","AARA001457","salmon","#FA8072"
"963","AARA001458","purple","#A020F0"
"964","AARA001459","purple","#A020F0"
"965","AARA001460","midnightblue","#191970"
"966","AARA001462","salmon","#FA8072"
"967","AARA001463","purple","#A020F0"
"968","AARA001464","purple","#A020F0"
"969","AARA001465","purple","#A020F0"
"970","AARA001466","black","#000000"
"971","AARA001467","salmon","#FA8072"
"972","AARA001469","salmon","#FA8072"
"973","AARA001471","grey","#BEBEBE"
"974","AARA001477","greenyellow","#ADFF2F"
"975","AARA001478","grey","#BEBEBE"
"976","AARA001479","salmon","#FA8072"
"977","AARA001480","grey","#BEBEBE"
"978","AARA001481","grey","#BEBEBE"
"979","AARA001482","salmon","#FA8072"
"980","AARA001483","midnightblue","#191970"
"981","AARA001484","salmon","#FA8072"
"982","AARA001485","salmon","#FA8072"
"983","AARA001487","grey","#BEBEBE"
"984","AARA001488","salmon","#FA8072"
"985","AARA001489","brown","#A52A2A"
"986","AARA001490","darkorange","#FF8C00"
"987","AARA001493","salmon","#FA8072"
"988","AARA001494","salmon","#FA8072"
"989","AARA001495","brown","#A52A2A"
"990","AARA001496","grey","#BEBEBE"
"991","AARA001497","salmon","#FA8072"
"992","AARA001498","salmon","#FA8072"
"993","AARA001501","brown","#A52A2A"
"994","AARA001503","midnightblue","#191970"
"995","AARA001504","grey","#BEBEBE"
"996","AARA001506","salmon","#FA8072"
"997","AARA001509","salmon","#FA8072"
"998","AARA001511","grey","#BEBEBE"
"999","AARA001512","orangered4","#8B2500"
"1000","AARA001513","grey","#BEBEBE"
"1001","AARA001514","brown","#A52A2A"
"1002","AARA001515","grey","#BEBEBE"
"1003","AARA001516","salmon","#FA8072"
"1004","AARA001517","grey","#BEBEBE"
"1005","AARA001518","salmon","#FA8072"
"1006","AARA001519","midnightblue","#191970"
"1007","AARA001520","salmon","#FA8072"
"1008","AARA001521","purple","#A020F0"
"1009","AARA001523","salmon","#FA8072"
"1010","AARA001524","salmon","#FA8072"
"1011","AARA001525","salmon","#FA8072"
"1012","AARA001526","grey","#BEBEBE"
"1013","AARA001527","salmon","#FA8072"
"1014","AARA001528","salmon","#FA8072"
"1015","AARA001530","salmon","#FA8072"
"1016","AARA001533","salmon","#FA8072"
"1017","AARA001534","grey","#BEBEBE"
"1018","AARA001535","salmon","#FA8072"
"1019","AARA001536","grey","#BEBEBE"
"1020","AARA001537","grey","#BEBEBE"
"1021","AARA001538","salmon","#FA8072"
"1022","AARA001541","grey","#BEBEBE"
"1023","AARA001544","grey","#BEBEBE"
"1024","AARA001547","brown","#A52A2A"
"1025","AARA001548","salmon","#FA8072"
"1026","AARA001549","brown","#A52A2A"
"1027","AARA001550","grey","#BEBEBE"
"1028","AARA001551","grey","#BEBEBE"
"1029","AARA001555","floralwhite","#FFFAF0"
"1030","AARA001557","purple","#A020F0"
"1031","AARA001558","brown","#A52A2A"
"1032","AARA001559","salmon","#FA8072"
"1033","AARA001560","salmon","#FA8072"
"1034","AARA001561","salmon","#FA8072"
"1035","AARA001562","purple","#A020F0"
"1036","AARA001563","salmon","#FA8072"
"1037","AARA001564","darkturquoise","#00CED1"
"1038","AARA001565","salmon","#FA8072"
"1039","AARA001566","salmon","#FA8072"
"1040","AARA001567","purple","#A020F0"
"1041","AARA001568","grey","#BEBEBE"
"1042","AARA001569","purple","#A020F0"
"1043","AARA001570","grey","#BEBEBE"
"1044","AARA001572","salmon","#FA8072"
"1045","AARA001573","salmon","#FA8072"
"1046","AARA001574","purple","#A020F0"
"1047","AARA001575","purple","#A020F0"
"1048","AARA001576","salmon","#FA8072"
"1049","AARA001578","darkorange","#FF8C00"
"1050","AARA001579","brown","#A52A2A"
"1051","AARA001580","grey","#BEBEBE"
"1052","AARA001581","darkturquoise","#00CED1"
"1053","AARA001582","darkorange","#FF8C00"
"1054","AARA001583","brown","#A52A2A"
"1055","AARA001584","brown","#A52A2A"
"1056","AARA001585","brown","#A52A2A"
"1057","AARA001586","brown","#A52A2A"
"1058","AARA001587","darkorange","#FF8C00"
"1059","AARA001590","brown","#A52A2A"
"1060","AARA001591","salmon","#FA8072"
"1061","AARA001592","midnightblue","#191970"
"1062","AARA001593","grey","#BEBEBE"
"1063","AARA001595","grey","#BEBEBE"
"1064","AARA001596","salmon","#FA8072"
"1065","AARA001597","darkorange","#FF8C00"
"1066","AARA001598","salmon","#FA8072"
"1067","AARA001604","brown","#A52A2A"
"1068","AARA001605","salmon","#FA8072"
"1069","AARA001606","brown","#A52A2A"
"1070","AARA001607","midnightblue","#191970"
"1071","AARA001608","brown","#A52A2A"
"1072","AARA001609","salmon","#FA8072"
"1073","AARA001611","darkorange","#FF8C00"
"1074","AARA001612","salmon","#FA8072"
"1075","AARA001615","midnightblue","#191970"
"1076","AARA001616","brown","#A52A2A"
"1077","AARA001617","grey","#BEBEBE"
"1078","AARA001618","brown","#A52A2A"
"1079","AARA001619","salmon","#FA8072"
"1080","AARA001623","midnightblue","#191970"
"1081","AARA001624","salmon","#FA8072"
"1082","AARA001625","greenyellow","#ADFF2F"
"1083","AARA001626","salmon","#FA8072"
"1084","AARA001627","midnightblue","#191970"
"1085","AARA001628","darkorange","#FF8C00"
"1086","AARA001629","salmon","#FA8072"
"1087","AARA001630","brown","#A52A2A"
"1088","AARA001631","salmon","#FA8072"
"1089","AARA001634","salmon","#FA8072"
"1090","AARA001635","midnightblue","#191970"
"1091","AARA001636","brown","#A52A2A"
"1092","AARA001637","brown","#A52A2A"
"1093","AARA001638","purple","#A020F0"
"1094","AARA001639","darkmagenta","#8B008B"
"1095","AARA001643","purple","#A020F0"
"1096","AARA001648","salmon","#FA8072"
"1097","AARA001649","salmon","#FA8072"
"1098","AARA001650","grey","#BEBEBE"
"1099","AARA001652","salmon","#FA8072"
"1100","AARA001653","purple","#A020F0"
"1101","AARA001655","purple","#A020F0"
"1102","AARA001656","purple","#A020F0"
"1103","AARA001657","purple","#A020F0"
"1104","AARA001658","salmon","#FA8072"
"1105","AARA001659","brown","#A52A2A"
"1106","AARA001661","black","#000000"
"1107","AARA001662","salmon","#FA8072"
"1108","AARA001667","brown","#A52A2A"
"1109","AARA001668","grey","#BEBEBE"
"1110","AARA001669","salmon","#FA8072"
"1111","AARA001670","grey","#BEBEBE"
"1112","AARA001671","salmon","#FA8072"
"1113","AARA001672","grey","#BEBEBE"
"1114","AARA001673","salmon","#FA8072"
"1115","AARA001678","salmon","#FA8072"
"1116","AARA001679","salmon","#FA8072"
"1117","AARA001680","grey","#BEBEBE"
"1118","AARA001681","salmon","#FA8072"
"1119","AARA001682","grey","#BEBEBE"
"1120","AARA001683","salmon","#FA8072"
"1121","AARA001684","purple","#A020F0"
"1122","AARA001685","purple","#A020F0"
"1123","AARA001686","brown","#A52A2A"
"1124","AARA001687","brown","#A52A2A"
"1125","AARA001688","salmon","#FA8072"
"1126","AARA001689","orange","#FFA500"
"1127","AARA001690","midnightblue","#191970"
"1128","AARA001691","salmon","#FA8072"
"1129","AARA001692","grey","#BEBEBE"
"1130","AARA001693","salmon","#FA8072"
"1131","AARA001694","brown","#A52A2A"
"1132","AARA001695","salmon","#FA8072"
"1133","AARA001696","brown","#A52A2A"
"1134","AARA001697","purple","#A020F0"
"1135","AARA001698","salmon","#FA8072"
"1136","AARA001699","salmon","#FA8072"
"1137","AARA001700","darkorange","#FF8C00"
