"","modGenes","module","colourRGB"
"2383","AARA003524","brown","#A52A2A"
"2384","AARA003525","grey","#BEBEBE"
"2385","AARA003526","grey","#BEBEBE"
"2386","AARA003527","salmon","#FA8072"
"2387","AARA003529","grey","#BEBEBE"
"2388","AARA003530","brown","#A52A2A"
"2389","AARA003531","brown","#A52A2A"
"2390","AARA003535","grey","#BEBEBE"
"2391","AARA003536","grey","#BEBEBE"
"2392","AARA003537","brown","#A52A2A"
"2393","AARA003538","salmon","#FA8072"
"2394","AARA003541","grey","#BEBEBE"
"2395","AARA003542","brown","#A52A2A"
"2396","AARA003543","brown","#A52A2A"
"2397","AARA003544","darkturquoise","#00CED1"
"2398","AARA003547","salmon","#FA8072"
"2399","AARA003548","grey","#BEBEBE"
"2400","AARA003553","brown","#A52A2A"
"2401","AARA003554","salmon","#FA8072"
"2402","AARA003555","brown","#A52A2A"
"2403","AARA003556","brown","#A52A2A"
"2404","AARA003557","darkorange","#FF8C00"
"2405","AARA003558","grey","#BEBEBE"
"2406","AARA003561","salmon","#FA8072"
"2407","AARA003562","salmon","#FA8072"
"2408","AARA003563","darkturquoise","#00CED1"
"2409","AARA003564","brown","#A52A2A"
"2410","AARA003565","brown","#A52A2A"
"2411","AARA003566","brown","#A52A2A"
"2412","AARA003567","greenyellow","#ADFF2F"
"2413","AARA003568","brown4","#8B2323"
"2414","AARA003571","darkturquoise","#00CED1"
"2415","AARA003577","salmon","#FA8072"
"2416","AARA003579","brown","#A52A2A"
"2417","AARA003580","brown","#A52A2A"
"2418","AARA003581","grey","#BEBEBE"
"2419","AARA003582","grey","#BEBEBE"
"2420","AARA003584","salmon","#FA8072"
"2421","AARA003585","salmon","#FA8072"
"2422","AARA003586","brown","#A52A2A"
"2423","AARA003587","lightcyan1","#E0FFFF"
"2424","AARA003589","midnightblue","#191970"
"2425","AARA003594","grey","#BEBEBE"
"2426","AARA003595","darkmagenta","#8B008B"
"2427","AARA003596","grey","#BEBEBE"
"2428","AARA003597","salmon","#FA8072"
"2429","AARA003598","purple","#A020F0"
"2430","AARA003599","darkturquoise","#00CED1"
"2431","AARA003600","grey","#BEBEBE"
"2432","AARA003601","midnightblue","#191970"
"2433","AARA003604","salmon","#FA8072"
"2434","AARA003612","black","#000000"
"2435","AARA003613","brown","#A52A2A"
"2436","AARA003616","greenyellow","#ADFF2F"
"2437","AARA003617","mediumpurple3","#8968CD"
"2438","AARA003618","midnightblue","#191970"
"2439","AARA003619","salmon","#FA8072"
"2440","AARA003620","salmon","#FA8072"
"2441","AARA003621","salmon","#FA8072"
"2442","AARA003622","salmon","#FA8072"
"2443","AARA003625","darkmagenta","#8B008B"
"2444","AARA003626","grey","#BEBEBE"
"2445","AARA003627","salmon","#FA8072"
"2446","AARA003629","grey","#BEBEBE"
"2447","AARA003630","brown","#A52A2A"
"2448","AARA003631","salmon","#FA8072"
"2449","AARA003632","salmon","#FA8072"
"2450","AARA003633","darkorange","#FF8C00"
"2451","AARA003634","darkorange","#FF8C00"
"2452","AARA003635","salmon","#FA8072"
"2453","AARA003636","salmon","#FA8072"
"2454","AARA003637","brown","#A52A2A"
"2455","AARA003640","orangered4","#8B2500"
"2456","AARA003643","darkturquoise","#00CED1"
"2457","AARA003644","grey","#BEBEBE"
"2458","AARA003645","grey","#BEBEBE"
"2459","AARA003646","brown","#A52A2A"
"2460","AARA003647","salmon","#FA8072"
"2461","AARA003648","black","#000000"
"2462","AARA003649","salmon","#FA8072"
"2463","AARA003650","midnightblue","#191970"
"2464","AARA003651","salmon","#FA8072"
"2465","AARA003652","grey","#BEBEBE"
"2466","AARA003653","salmon","#FA8072"
"2467","AARA003654","midnightblue","#191970"
"2468","AARA003655","salmon","#FA8072"
"2469","AARA003656","brown","#A52A2A"
"2470","AARA003657","darkorange","#FF8C00"
"2471","AARA003658","darkorange","#FF8C00"
"2472","AARA003659","midnightblue","#191970"
"2473","AARA003660","salmon","#FA8072"
"2474","AARA003661","brown","#A52A2A"
"2475","AARA003662","darkturquoise","#00CED1"
"2476","AARA003663","brown","#A52A2A"
"2477","AARA003664","salmon","#FA8072"
"2478","AARA003665","brown","#A52A2A"
"2479","AARA003666","black","#000000"
"2480","AARA003670","grey","#BEBEBE"
"2481","AARA003671","grey","#BEBEBE"
"2482","AARA003673","brown","#A52A2A"
"2483","AARA003674","midnightblue","#191970"
"2484","AARA003675","grey","#BEBEBE"
"2485","AARA003676","brown","#A52A2A"
"2486","AARA003684","darkturquoise","#00CED1"
"2487","AARA003689","bisque4","#8B7D6B"
"2488","AARA003690","midnightblue","#191970"
"2489","AARA003691","greenyellow","#ADFF2F"
"2490","AARA003693","brown","#A52A2A"
"2491","AARA003694","floralwhite","#FFFAF0"
"2492","AARA003695","brown","#A52A2A"
"2493","AARA003696","darkturquoise","#00CED1"
"2494","AARA003697","grey","#BEBEBE"
"2495","AARA003698","darkturquoise","#00CED1"
"2496","AARA003699","brown","#A52A2A"
"2497","AARA003700","midnightblue","#191970"
"2498","AARA003701","brown","#A52A2A"
"2499","AARA003702","grey","#BEBEBE"
"2500","AARA003703","salmon","#FA8072"
"2501","AARA003704","brown","#A52A2A"
"2502","AARA003705","salmon","#FA8072"
"2503","AARA003706","salmon","#FA8072"
"2504","AARA003707","salmon","#FA8072"
"2505","AARA003709","darkorange","#FF8C00"
"2506","AARA003710","grey","#BEBEBE"
"2507","AARA003711","darkolivegreen","#556B2F"
"2508","AARA003712","salmon","#FA8072"
"2509","AARA003714","grey","#BEBEBE"
"2510","AARA003715","brown","#A52A2A"
"2511","AARA003716","salmon","#FA8072"
"2512","AARA003717","grey","#BEBEBE"
"2513","AARA003718","purple","#A020F0"
"2514","AARA003719","floralwhite","#FFFAF0"
"2515","AARA003720","midnightblue","#191970"
"2516","AARA003721","salmon","#FA8072"
"2517","AARA003723","brown","#A52A2A"
"2518","AARA003729","floralwhite","#FFFAF0"
"2519","AARA003730","brown","#A52A2A"
"2520","AARA003732","grey","#BEBEBE"
"2521","AARA003733","midnightblue","#191970"
"2522","AARA003734","salmon","#FA8072"
"2523","AARA003735","purple","#A020F0"
"2524","AARA003736","brown","#A52A2A"
"2525","AARA003737","darkorange","#FF8C00"
"2526","AARA003738","salmon","#FA8072"
"2527","AARA003739","salmon","#FA8072"
"2528","AARA003742","salmon","#FA8072"
"2529","AARA003743","grey","#BEBEBE"
"2530","AARA003745","grey","#BEBEBE"
"2531","AARA003748","purple","#A020F0"
"2532","AARA003751","salmon","#FA8072"
"2533","AARA003754","brown","#A52A2A"
"2534","AARA003755","brown","#A52A2A"
"2535","AARA003756","brown","#A52A2A"
"2536","AARA003757","grey","#BEBEBE"
"2537","AARA003760","grey","#BEBEBE"
"2538","AARA003762","grey","#BEBEBE"
"2539","AARA003764","salmon","#FA8072"
"2540","AARA003765","grey","#BEBEBE"
"2541","AARA003766","grey","#BEBEBE"
"2542","AARA003767","darkorange","#FF8C00"
"2543","AARA003769","salmon","#FA8072"
"2544","AARA003770","grey","#BEBEBE"
"2545","AARA003771","brown","#A52A2A"
"2546","AARA003772","darkturquoise","#00CED1"
"2547","AARA003777","grey","#BEBEBE"
"2548","AARA003779","darkorange","#FF8C00"
"2549","AARA003780","grey","#BEBEBE"
"2550","AARA003781","darkturquoise","#00CED1"
"2551","AARA003783","grey","#BEBEBE"
"2552","AARA003784","brown","#A52A2A"
"2553","AARA003785","grey","#BEBEBE"
"2554","AARA003788","darkorange","#FF8C00"
"2555","AARA003790","grey","#BEBEBE"
"2556","AARA003791","black","#000000"
"2557","AARA003792","salmon","#FA8072"
"2558","AARA003793","black","#000000"
"2559","AARA003794","midnightblue","#191970"
"2560","AARA003795","brown","#A52A2A"
"2561","AARA003796","brown","#A52A2A"
"2562","AARA003797","brown","#A52A2A"
"2563","AARA003798","ivory","#FFFFF0"
"2564","AARA003799","ivory","#FFFFF0"
"2565","AARA003800","orangered4","#8B2500"
"2566","AARA003801","brown","#A52A2A"
"2567","AARA003802","brown","#A52A2A"
"2568","AARA003803","salmon","#FA8072"
"2569","AARA003804","salmon","#FA8072"
"2570","AARA003805","salmon","#FA8072"
"2571","AARA003806","midnightblue","#191970"
"2572","AARA003807","brown","#A52A2A"
"2573","AARA003812","grey","#BEBEBE"
"2574","AARA003813","grey","#BEBEBE"
"2575","AARA003814","grey","#BEBEBE"
"2576","AARA003815","salmon","#FA8072"
"2577","AARA003816","salmon","#FA8072"
"2578","AARA003818","brown","#A52A2A"
"2579","AARA003819","purple","#A020F0"
"2580","AARA003820","salmon","#FA8072"
"2581","AARA003823","brown","#A52A2A"
"2582","AARA003824","darkolivegreen","#556B2F"
"2583","AARA003825","darkolivegreen","#556B2F"
"2584","AARA003826","midnightblue","#191970"
"2585","AARA003827","brown","#A52A2A"
"2586","AARA003830","salmon","#FA8072"
"2587","AARA003831","greenyellow","#ADFF2F"
"2588","AARA003832","salmon","#FA8072"
"2589","AARA003833","midnightblue","#191970"
"2590","AARA003834","ivory","#FFFFF0"
"2591","AARA003835","salmon","#FA8072"
"2592","AARA003836","brown","#A52A2A"
"2593","AARA003837","mediumpurple3","#8968CD"
"2594","AARA003838","grey","#BEBEBE"
"2595","AARA003839","brown","#A52A2A"
"2596","AARA003840","brown","#A52A2A"
"2597","AARA003841","darkolivegreen","#556B2F"
"2598","AARA003842","darkturquoise","#00CED1"
"2599","AARA003849","salmon","#FA8072"
"2600","AARA003850","midnightblue","#191970"
"2601","AARA003851","salmon","#FA8072"
"2602","AARA003852","greenyellow","#ADFF2F"
"2603","AARA003853","salmon","#FA8072"
"2604","AARA003854","midnightblue","#191970"
"2605","AARA003855","salmon","#FA8072"
"2606","AARA003856","salmon","#FA8072"
"2607","AARA003857","salmon","#FA8072"
"2608","AARA003858","salmon","#FA8072"
"2609","AARA003859","salmon","#FA8072"
"2610","AARA003860","salmon","#FA8072"
"2611","AARA003861","grey","#BEBEBE"
"2612","AARA003862","grey","#BEBEBE"
"2613","AARA003863","grey","#BEBEBE"
"2614","AARA003864","grey","#BEBEBE"
"2615","AARA003865","midnightblue","#191970"
"2616","AARA003866","brown","#A52A2A"
"2617","AARA003867","salmon","#FA8072"
"2618","AARA003868","grey","#BEBEBE"
"2619","AARA003869","grey","#BEBEBE"
"2620","AARA003870","darkorange","#FF8C00"
"2621","AARA003871","brown","#A52A2A"
"2622","AARA003872","darkorange","#FF8C00"
"2623","AARA003874","salmon","#FA8072"
"2624","AARA003875","greenyellow","#ADFF2F"
"2625","AARA003876","salmon","#FA8072"
"2626","AARA003880","purple","#A020F0"
"2627","AARA003881","black","#000000"
"2628","AARA003882","salmon","#FA8072"
"2629","AARA003883","darkorange","#FF8C00"
"2630","AARA003885","purple","#A020F0"
"2631","AARA003886","salmon","#FA8072"
"2632","AARA003887","darkturquoise","#00CED1"
"2633","AARA003888","orangered4","#8B2500"
"2634","AARA003889","brown","#A52A2A"
"2635","AARA003890","brown","#A52A2A"
"2636","AARA003891","salmon","#FA8072"
"2637","AARA003892","brown","#A52A2A"
"2638","AARA003893","salmon","#FA8072"
"2639","AARA003894","grey","#BEBEBE"
"2640","AARA003895","grey","#BEBEBE"
"2641","AARA003896","darkorange","#FF8C00"
"2642","AARA003897","salmon","#FA8072"
"2643","AARA003898","grey","#BEBEBE"
"2644","AARA003899","grey","#BEBEBE"
"2645","AARA003900","brown","#A52A2A"
"2646","AARA003901","grey","#BEBEBE"
"2647","AARA003903","lightcyan1","#E0FFFF"
"2648","AARA003906","greenyellow","#ADFF2F"
"2649","AARA003907","greenyellow","#ADFF2F"
"2650","AARA003908","salmon","#FA8072"
"2651","AARA003909","midnightblue","#191970"
"2652","AARA003910","salmon","#FA8072"
"2653","AARA003913","midnightblue","#191970"
"2654","AARA003914","midnightblue","#191970"
"2655","AARA003915","grey","#BEBEBE"
"2656","AARA003920","brown","#A52A2A"
"2657","AARA003923","purple","#A020F0"
"2658","AARA003924","grey","#BEBEBE"
"2659","AARA003927","orangered4","#8B2500"
"2660","AARA003929","salmon","#FA8072"
"2661","AARA003930","mediumpurple3","#8968CD"
"2662","AARA003931","salmon","#FA8072"
"2663","AARA003932","salmon","#FA8072"
"2664","AARA003933","orangered4","#8B2500"
"2665","AARA003935","purple","#A020F0"
"2666","AARA003937","darkorange","#FF8C00"
"2667","AARA003938","salmon","#FA8072"
"2668","AARA003939","salmon","#FA8072"
"2669","AARA003940","salmon","#FA8072"
"2670","AARA003941","brown","#A52A2A"
"2671","AARA003942","grey","#BEBEBE"
"2672","AARA003943","salmon","#FA8072"
"2673","AARA003944","greenyellow","#ADFF2F"
"2674","AARA003945","midnightblue","#191970"
"2675","AARA003949","grey","#BEBEBE"
"2676","AARA003950","grey","#BEBEBE"
"2677","AARA003951","greenyellow","#ADFF2F"
"2678","AARA003952","salmon","#FA8072"
"2679","AARA003953","salmon","#FA8072"
"2680","AARA003954","grey","#BEBEBE"
"2681","AARA003956","orange","#FFA500"
"2682","AARA003959","salmon","#FA8072"
"2683","AARA003960","grey","#BEBEBE"
"2684","AARA003969","darkorange","#FF8C00"
"2685","AARA003977","grey","#BEBEBE"
"2686","AARA003978","salmon","#FA8072"
"2687","AARA003979","darkmagenta","#8B008B"
"2688","AARA003982","darkmagenta","#8B008B"
"2689","AARA003983","ivory","#FFFFF0"
"2690","AARA003984","purple","#A020F0"
"2691","AARA003985","purple","#A020F0"
"2692","AARA003986","salmon","#FA8072"
"2693","AARA003987","salmon","#FA8072"
"2694","AARA003988","midnightblue","#191970"
"2695","AARA003989","grey","#BEBEBE"
"2696","AARA003991","ivory","#FFFFF0"
"2697","AARA003992","midnightblue","#191970"
"2698","AARA003993","darkorange","#FF8C00"
"2699","AARA003994","brown","#A52A2A"
"2700","AARA003995","salmon","#FA8072"
"2701","AARA003996","brown","#A52A2A"
"2702","AARA003997","salmon","#FA8072"
"2703","AARA004000","salmon","#FA8072"
"2704","AARA004001","darkturquoise","#00CED1"
"2705","AARA004002","midnightblue","#191970"
"2706","AARA004003","salmon","#FA8072"
"2707","AARA004004","salmon","#FA8072"
"2708","AARA004005","grey","#BEBEBE"
"2709","AARA004006","purple","#A020F0"
"2710","AARA004007","midnightblue","#191970"
"2711","AARA004008","salmon","#FA8072"
"2712","AARA004009","brown","#A52A2A"
"2713","AARA004010","brown","#A52A2A"
"2714","AARA004011","salmon","#FA8072"
"2715","AARA004012","grey","#BEBEBE"
"2716","AARA004014","salmon","#FA8072"
"2717","AARA004015","lightcyan1","#E0FFFF"
"2718","AARA004016","lightcyan1","#E0FFFF"
"2719","AARA004017","grey","#BEBEBE"
"2720","AARA004018","salmon","#FA8072"
"2721","AARA004022","grey","#BEBEBE"
"2722","AARA004023","midnightblue","#191970"
"2723","AARA004024","orangered4","#8B2500"
"2724","AARA004025","grey","#BEBEBE"
"2725","AARA004026","grey","#BEBEBE"
"2726","AARA004027","grey","#BEBEBE"
"2727","AARA004029","brown","#A52A2A"
"2728","AARA004030","grey","#BEBEBE"
"2729","AARA004031","salmon","#FA8072"
"2730","AARA004032","grey","#BEBEBE"
"2731","AARA004033","salmon","#FA8072"
"2732","AARA004034","salmon","#FA8072"
"2733","AARA004037","midnightblue","#191970"
"2734","AARA004039","darkmagenta","#8B008B"
"2735","AARA004040","grey","#BEBEBE"
"2736","AARA004041","darkturquoise","#00CED1"
"2737","AARA004051","salmon","#FA8072"
"2738","AARA004052","grey","#BEBEBE"
"2739","AARA004053","salmon","#FA8072"
"2740","AARA004055","grey","#BEBEBE"
"2741","AARA004057","grey","#BEBEBE"
"2742","AARA004058","salmon","#FA8072"
"2743","AARA004059","greenyellow","#ADFF2F"
"2744","AARA004060","salmon","#FA8072"
"2745","AARA004061","salmon","#FA8072"
"2746","AARA004062","salmon","#FA8072"
"2747","AARA004063","purple","#A020F0"
"2748","AARA004064","salmon","#FA8072"
"2749","AARA004065","grey","#BEBEBE"
"2750","AARA004066","purple","#A020F0"
"2751","AARA004067","salmon","#FA8072"
"2752","AARA004068","grey","#BEBEBE"
"2753","AARA004069","black","#000000"
"2754","AARA004070","grey","#BEBEBE"
"2755","AARA004071","salmon","#FA8072"
"2756","AARA004072","salmon","#FA8072"
"2757","AARA004073","salmon","#FA8072"
"2758","AARA004074","orange","#FFA500"
"2759","AARA004075","orangered4","#8B2500"
"2760","AARA004076","grey","#BEBEBE"
"2761","AARA004077","grey","#BEBEBE"
"2762","AARA004080","salmon","#FA8072"
"2763","AARA004081","purple","#A020F0"
"2764","AARA004082","orange","#FFA500"
"2765","AARA004084","purple","#A020F0"
"2766","AARA004085","purple","#A020F0"
"2767","AARA004087","salmon","#FA8072"
"2768","AARA004088","salmon","#FA8072"
"2769","AARA004089","grey","#BEBEBE"
"2770","AARA004090","grey","#BEBEBE"
"2771","AARA004091","grey","#BEBEBE"
"2772","AARA004093","brown","#A52A2A"
"2773","AARA004095","orange","#FFA500"
"2774","AARA004096","grey","#BEBEBE"
"2775","AARA004097","grey","#BEBEBE"
"2776","AARA004102","brown","#A52A2A"
"2777","AARA004103","midnightblue","#191970"
"2778","AARA004104","brown","#A52A2A"
"2779","AARA004105","salmon","#FA8072"
"2780","AARA004106","purple","#A020F0"
"2781","AARA004107","darkmagenta","#8B008B"
"2782","AARA004110","orangered4","#8B2500"
"2783","AARA004111","orange","#FFA500"
"2784","AARA004117","salmon","#FA8072"
"2785","AARA004119","grey","#BEBEBE"
"2786","AARA004125","grey","#BEBEBE"
"2787","AARA004129","darkmagenta","#8B008B"
"2788","AARA004130","salmon","#FA8072"
"2789","AARA004131","salmon","#FA8072"
"2790","AARA004132","salmon","#FA8072"
"2791","AARA004133","orange","#FFA500"
"2792","AARA004135","orange","#FFA500"
"2793","AARA004138","orange","#FFA500"
"2794","AARA004139","salmon","#FA8072"
"2795","AARA004140","purple","#A020F0"
"2796","AARA004141","salmon","#FA8072"
"2797","AARA004142","grey","#BEBEBE"
"2798","AARA004143","brown","#A52A2A"
"2799","AARA004144","brown","#A52A2A"
"2800","AARA004145","salmon","#FA8072"
"2801","AARA004148","grey","#BEBEBE"
"2802","AARA004150","orangered4","#8B2500"
"2803","AARA004151","salmon","#FA8072"
"2804","AARA004152","purple","#A020F0"
"2805","AARA004153","orange","#FFA500"
"2806","AARA004154","brown","#A52A2A"
"2807","AARA004157","salmon","#FA8072"
"2808","AARA004158","grey","#BEBEBE"
"2809","AARA004160","salmon","#FA8072"
"2810","AARA004161","purple","#A020F0"
"2811","AARA004162","orange","#FFA500"
"2812","AARA004167","purple","#A020F0"
"2813","AARA004169","salmon","#FA8072"
"2814","AARA004170","midnightblue","#191970"
"2815","AARA004172","darkorange","#FF8C00"
"2816","AARA004174","salmon","#FA8072"
"2817","AARA004175","brown","#A52A2A"
"2818","AARA004177","salmon","#FA8072"
"2819","AARA004178","grey","#BEBEBE"
"2820","AARA004179","salmon","#FA8072"
"2821","AARA004180","salmon","#FA8072"
"2822","AARA004181","salmon","#FA8072"
"2823","AARA004182","salmon","#FA8072"
"2824","AARA004183","brown","#A52A2A"
"2825","AARA004184","greenyellow","#ADFF2F"
"2826","AARA004185","salmon","#FA8072"
"2827","AARA004186","orange","#FFA500"
"2828","AARA004187","orange","#FFA500"
"2829","AARA004188","purple","#A020F0"
"2830","AARA004190","salmon","#FA8072"
"2831","AARA004191","purple","#A020F0"
"2832","AARA004192","grey","#BEBEBE"
"2833","AARA004194","midnightblue","#191970"
"2834","AARA004195","salmon","#FA8072"
"2835","AARA004198","ivory","#FFFFF0"
"2836","AARA004199","midnightblue","#191970"
"2837","AARA004200","midnightblue","#191970"
"2838","AARA004201","grey","#BEBEBE"
"2839","AARA004202","salmon","#FA8072"
"2840","AARA004209","grey","#BEBEBE"
"2841","AARA004210","purple","#A020F0"
"2842","AARA004213","grey","#BEBEBE"
"2843","AARA004215","darkolivegreen","#556B2F"
"2844","AARA004217","floralwhite","#FFFAF0"
"2845","AARA004219","salmon","#FA8072"
"2846","AARA004220","black","#000000"
"2847","AARA004224","salmon","#FA8072"
"2848","AARA004225","salmon","#FA8072"
"2849","AARA004226","orange","#FFA500"
"2850","AARA004228","orangered4","#8B2500"
"2851","AARA004230","purple","#A020F0"
"2852","AARA004232","midnightblue","#191970"
"2853","AARA004233","salmon","#FA8072"
"2854","AARA004234","salmon","#FA8072"
"2855","AARA004235","midnightblue","#191970"
"2856","AARA004236","salmon","#FA8072"
"2857","AARA004239","orange","#FFA500"
"2858","AARA004240","brown","#A52A2A"
"2859","AARA004244","salmon","#FA8072"
"2860","AARA004248","brown","#A52A2A"
"2861","AARA004249","salmon","#FA8072"
"2862","AARA004250","salmon","#FA8072"
"2863","AARA004251","orange","#FFA500"
"2864","AARA004252","salmon","#FA8072"
"2865","AARA004253","brown","#A52A2A"
"2866","AARA004254","paleturquoise","#AFEEEE"
"2867","AARA004255","darkorange","#FF8C00"
"2868","AARA004256","salmon","#FA8072"
"2869","AARA004257","brown","#A52A2A"
"2870","AARA004258","darkorange","#FF8C00"
"2871","AARA004261","salmon","#FA8072"
"2872","AARA004262","salmon","#FA8072"
"2873","AARA004263","purple","#A020F0"
"2874","AARA004265","purple","#A020F0"
"2875","AARA004266","salmon","#FA8072"
"2876","AARA004273","grey","#BEBEBE"
"2877","AARA004274","salmon","#FA8072"
"2878","AARA004275","salmon","#FA8072"
"2879","AARA004279","grey","#BEBEBE"
"2880","AARA004280","salmon","#FA8072"
"2881","AARA004281","orange","#FFA500"
"2882","AARA004282","darkmagenta","#8B008B"
"2883","AARA004283","darkmagenta","#8B008B"
"2884","AARA004284","purple","#A020F0"
"2885","AARA004285","purple","#A020F0"
"2886","AARA004288","salmon","#FA8072"
"2887","AARA004289","salmon","#FA8072"
"2888","AARA004290","grey","#BEBEBE"
"2889","AARA004295","brown","#A52A2A"
"2890","AARA004296","salmon","#FA8072"
"2891","AARA004297","salmon","#FA8072"
"2892","AARA004298","salmon","#FA8072"
"2893","AARA004299","salmon","#FA8072"
"2894","AARA004300","grey","#BEBEBE"
"2895","AARA004301","salmon","#FA8072"
"2896","AARA004302","salmon","#FA8072"
"2897","AARA004304","salmon","#FA8072"
"2898","AARA004307","salmon","#FA8072"
"2899","AARA004308","salmon","#FA8072"
"2900","AARA004309","midnightblue","#191970"
"2901","AARA004311","darkmagenta","#8B008B"
"2902","AARA004312","salmon","#FA8072"
"2903","AARA004314","purple","#A020F0"
"2904","AARA004315","midnightblue","#191970"
"2905","AARA004316","purple","#A020F0"
"2906","AARA004317","brown","#A52A2A"
"2907","AARA004318","brown","#A52A2A"
"2908","AARA004323","black","#000000"
"2909","AARA004325","salmon","#FA8072"
"2910","AARA004326","orange","#FFA500"
"2911","AARA004327","grey","#BEBEBE"
"2912","AARA004328","orange","#FFA500"
"2913","AARA004329","darkturquoise","#00CED1"
"2914","AARA004330","darkorange","#FF8C00"
"2915","AARA004331","salmon","#FA8072"
"2916","AARA004332","brown","#A52A2A"
"2917","AARA004333","salmon","#FA8072"
"2918","AARA004334","darkorange","#FF8C00"
"2919","AARA004335","salmon","#FA8072"
"2920","AARA004336","purple","#A020F0"
"2921","AARA004338","grey","#BEBEBE"
"2922","AARA004340","salmon","#FA8072"
"2923","AARA004341","purple","#A020F0"
"2924","AARA004342","brown","#A52A2A"
"2925","AARA004344","purple","#A020F0"
"2926","AARA004345","salmon","#FA8072"
"2927","AARA004346","purple","#A020F0"
"2928","AARA004347","salmon","#FA8072"
"2929","AARA004348","grey","#BEBEBE"
"2930","AARA004349","salmon","#FA8072"
"2931","AARA004351","midnightblue","#191970"
"2932","AARA004352","midnightblue","#191970"
"2933","AARA004354","salmon","#FA8072"
"2934","AARA004355","darkorange","#FF8C00"
"2935","AARA004360","salmon","#FA8072"
"2936","AARA004362","salmon","#FA8072"
"2937","AARA004363","salmon","#FA8072"
"2938","AARA004364","salmon","#FA8072"
"2939","AARA004365","salmon","#FA8072"
"2940","AARA004366","grey","#BEBEBE"
"2941","AARA004367","salmon","#FA8072"
"2942","AARA004368","orangered4","#8B2500"
"2943","AARA004369","purple","#A020F0"
"2944","AARA004370","darkmagenta","#8B008B"
"2945","AARA004371","mediumpurple3","#8968CD"
"2946","AARA004372","orange","#FFA500"
"2947","AARA004373","brown","#A52A2A"
"2948","AARA004382","orange","#FFA500"
"2949","AARA004383","salmon","#FA8072"
"2950","AARA004384","brown","#A52A2A"
"2951","AARA004385","brown","#A52A2A"
"2952","AARA004386","orange","#FFA500"
"2953","AARA004387","darkorange","#FF8C00"
"2954","AARA004388","midnightblue","#191970"
"2955","AARA004389","darkorange","#FF8C00"
"2956","AARA004390","purple","#A020F0"
"2957","AARA004391","salmon","#FA8072"
"2958","AARA004392","salmon","#FA8072"
"2959","AARA004395","salmon","#FA8072"
"2960","AARA004396","brown","#A52A2A"
"2961","AARA004398","salmon","#FA8072"
"2962","AARA004399","salmon","#FA8072"
"2963","AARA004400","bisque4","#8B7D6B"
"2964","AARA004401","salmon","#FA8072"
"2965","AARA004402","salmon","#FA8072"
"2966","AARA004404","salmon","#FA8072"
"2967","AARA004406","orangered4","#8B2500"
"2968","AARA004409","brown","#A52A2A"
"2969","AARA004410","purple","#A020F0"
"2970","AARA004412","brown","#A52A2A"
"2971","AARA004413","brown","#A52A2A"
"2972","AARA004420","salmon","#FA8072"
"2973","AARA004422","darkmagenta","#8B008B"
"2974","AARA004428","grey","#BEBEBE"
"2975","AARA004429","grey","#BEBEBE"
"2976","AARA004432","midnightblue","#191970"
"2977","AARA004433","salmon","#FA8072"
"2978","AARA004434","salmon","#FA8072"
"2979","AARA004435","salmon","#FA8072"
"2980","AARA004437","darkolivegreen","#556B2F"
"2981","AARA004438","purple","#A020F0"
"2982","AARA004440","midnightblue","#191970"
"2983","AARA004445","grey","#BEBEBE"
"2984","AARA004446","grey","#BEBEBE"
"2985","AARA004447","purple","#A020F0"
"2986","AARA004448","brown","#A52A2A"
"2987","AARA004449","midnightblue","#191970"
"2988","AARA004450","darkorange","#FF8C00"
"2989","AARA004451","salmon","#FA8072"
"2990","AARA004452","purple","#A020F0"
"2991","AARA004454","salmon","#FA8072"
"2992","AARA004455","grey","#BEBEBE"
"2993","AARA004456","salmon","#FA8072"
"2994","AARA004457","salmon","#FA8072"
"2995","AARA004459","salmon","#FA8072"
"2996","AARA004460","salmon","#FA8072"
"2997","AARA004461","greenyellow","#ADFF2F"
"2998","AARA004462","black","#000000"
"2999","AARA004463","brown","#A52A2A"
"3000","AARA004465","purple","#A020F0"
"3001","AARA004466","darkmagenta","#8B008B"
"3002","AARA004467","grey","#BEBEBE"
"3003","AARA004469","salmon","#FA8072"
"3004","AARA004471","greenyellow","#ADFF2F"
"3005","AARA004472","greenyellow","#ADFF2F"
"3006","AARA004474","salmon","#FA8072"
"3007","AARA004475","brown","#A52A2A"
"3008","AARA004477","grey","#BEBEBE"
"3009","AARA004478","brown","#A52A2A"
"3010","AARA004481","paleturquoise","#AFEEEE"
"3011","AARA004485","grey","#BEBEBE"
"3012","AARA004486","greenyellow","#ADFF2F"
"3013","AARA004487","grey","#BEBEBE"
"3014","AARA004488","salmon","#FA8072"
"3015","AARA004489","salmon","#FA8072"
"3016","AARA004490","darkorange","#FF8C00"
"3017","AARA004491","brown","#A52A2A"
"3018","AARA004492","salmon","#FA8072"
"3019","AARA004494","salmon","#FA8072"
"3020","AARA004496","grey","#BEBEBE"
"3021","AARA004497","salmon","#FA8072"
"3022","AARA004498","salmon","#FA8072"
"3023","AARA004499","salmon","#FA8072"
"3024","AARA004500","salmon","#FA8072"
"3025","AARA004501","darkorange","#FF8C00"
"3026","AARA004502","midnightblue","#191970"
"3027","AARA004505","purple","#A020F0"
"3028","AARA004506","darkmagenta","#8B008B"
"3029","AARA004507","darkmagenta","#8B008B"
"3030","AARA004509","darkturquoise","#00CED1"
"3031","AARA004510","midnightblue","#191970"
